record_id,Date,Line items,Order Total,Order Shipping,Total,Payment Method Title,Stripe Fee,Modified Date,Status,Password,Billing Address 2,Billing Country,Billing First Name,Billing Last Name,Paid Date,Shipping City,Shipping Country,Stripe Charge Captured,Subtotal,Order number,Order note,Shipping Method Title,Order notes,Weglot Language, Shipping Method Title
10925,2022-12-31 18:51:11,Product: Old Pilot's Gin X 4 = €192.00. ,218.8,26.8,218.8,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2023-01-05 14:00:35,wc-completed,&nOrL30n23,Suite 397,NL,Robert,Ortiz,2022-12-31 18:51:14,Amsterdam,NL,0,192,10925,Woman through machine three fund line education.,,Unit budget push across down tend.,en,Europe 2
10924,2022-12-31 09:12:19,Product: Moët & Chandon Ice Imperial Champagne X 1 = €89.00. ,114.47,25.47,114.47,Stripe Safe Card,,2022-12-31 09:12:49,wc-failed,G8qHh(Ws$A,Apt. 660,NL,Andrew,Garner,,Balk,NL,0,89,10924,Poor occur sell skill tonight so room.,,Piece walk painting financial professor direction magazine responsibility.,en,Europe 2
10922,2022-12-30 17:45:54,"Product: Deklić Rose Wine 0,75L X 12 = €121.56. ",152.23,30.67,152.23,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2023-02-16 15:58:25,wc-completed,r2IAEn6e$6,Suite 785,NL,Michael,Wilson,2022-12-30 17:45:57,BEDUM,NL,0,121.56,10922,What least surface down.,,Land already east today you relationship.,en,Europe 2
10920,2022-12-29 12:43:05,"Product: Korta Katarina Rose Wine 0,75L X 12 = €240.00. ",264,24,264,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2023-01-24 15:50:27,wc-completed,+94OYFsvyR,Suite 680,DE,Brenda,Cooper,2022-12-29 12:43:08,Neuss,DE,0,240,10920,Plan relationship why according part bed.,,Line employee half front institution.,de,Europe 1
10919,2022-12-28 12:43:08,Product: Chiavalon Ex Albis - 500ml X 1 = €22.00. Product: - Volume: 500ml. Product: Edelweisser Gin X 1 = €39.86. Product: Olive Oil Chiavalon Organic - 1L X 1 = €21.00. Product: - Volume: 1L. ,95.37,20.8,95.37,Stripe Safe Card,1.59,2022-12-30 15:54:49,wc-completed,e1zsHSe8$#,Suite 798,AT,Sarah,Juarez,2022-12-28 12:43:12,Klosterneuburg,AT,yes,82.86,10919,Hundred small family stay per although.,,Way record picture say see physical.,de,Europe 1
10918,2022-12-27 13:36:21,Product: Aura Teranino - 700ml (#38859892613365) X 5 = €109.50. Product: - Volume: 700ml. ,136.3,26.8,136.3,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2022-12-30 16:02:20,wc-completed,sZip5Qdhz_,Suite 956,BE,Nancy,Rogers,2022-12-27 13:36:23,Kessel-Lo,BE,0,109.5,10918,American hospital fire know develop large big.,,Recognize sort happen picture example.,en,Europe 2
10917,2022-12-25 20:56:53,"Product: Malvazija Deklić Wine 0,75L X 10 = €92.00. ",113.47,30.67,113.47,"Direct bank transfer <img src=""https://witrina.eu/wp-content/uploads/2022/08/bank-transfer.svg"" class=""attachment-large size-large"" alt="""" />",,2022-12-30 16:04:23,wc-completed,B$vf5Ytz1r,Apt. 520,PL,Christopher,Brennan,2022-12-30 16:04:23,Skarżysko-Kamienna,PL,0,92,10917,Huge claim fight maintain home.,,Marriage surface another area.,en,Europe 2
10916,2022-12-24 15:54:09,Product: Old Pilots Vodka X 1 = €34.94. Product: Old Pilot's Gin X 1 = €48.00. Product: Old Pilot's Gin Barrel Aged X 1 = €82.00. ,191.74,26.8,191.74,"Direct bank transfer <img src=""https://witrina.eu/wp-content/uploads/2022/08/bank-transfer.svg"" class=""attachment-large size-large"" alt="""" />",,2022-12-24 15:54:09,wc-on-hold,(_mE6Xgf#G,Suite 833,NL,Terri,Riggs,,Waalwijk,NL,0,164.94,10916,Hair him lot consider all.,,Purpose look particularly middle article community offer.,en,Europe 2
10914,2022-12-22 14:19:49,Product: Sweet and Tender Gift Box X 1 = €45.14. ,43.83,3.2,43.83,Stripe Safe Card,0.86,2022-12-27 14:15:17,wc-completed,8D8@QNscW(,Apt. 042,HR,Amy,Berry,2022-12-22 14:19:53,Zagreb,HR,yes,45.14,10914,As eye pressure truth soon.,,Inside reason film during create keep collection.,hr,Croatia
10913,2022-12-20 22:15:48,Product: Old Pilot's Gin X 1 = €48.00. ,73.47,25.47,73.47,"Direct bank transfer <img src=""https://witrina.eu/wp-content/uploads/2022/08/bank-transfer.svg"" class=""attachment-large size-large"" alt="""" />",,2022-12-20 22:15:48,wc-on-hold,j0GjDKiy)u,Suite 968,NL,Michael,Mcdaniel,,Waalwijk,NL,0,48,10913,Letter billion least quickly.,,Already wind answer while fund.,en,Europe 2
10907,2022-12-19 15:16:33,Product: Winter Memories Gift Box X 1 = €56.82. Product: Aura Teranino and Chocolate Christmas Gift Box X 1 = €53.63. Product: Sweet and Tender Gift Box X 1 = €45.14. Product: Wild Dreams Gift Box X 1 = €58.94. Product: Karlic Christmas Gift Box X 1 = €71.15. ,288.88,3.2,288.88,Stripe Safe Card,7.47,2022-12-22 07:57:13,wc-completed,vbU+1ZVw_S,Suite 100,HR,Jamie,Cooper,2022-12-19 15:16:38,Zagreb,HR,yes,285.68,10907,Serious throw point shake rich with determine.,,Ahead certain degree career soon value common professional.,en,Croatia
10906,2022-12-18 16:09:22,Product: Old Pilots Christmas Gift Box X 1 = €165.12. ,168.32,3.2,168.32,"Direct bank transfer <img src=""https://witrina.eu/wp-content/uploads/2022/08/bank-transfer.svg"" class=""attachment-large size-large"" alt="""" />",,2022-12-20 18:10:04,wc-completed,%_N4XrcXw1,Apt. 937,HR,Darren,Medina,2022-12-20 18:10:04,Split,HR,0,165.12,10906,School soldier thing traditional.,,Issue lose bit name.,hr,Croatia
10905,2022-12-18 15:33:25,Product: Cidrani Apple Cider Original X 3 = €35.61. ,61.08,25.47,61.08,Stripe Safe Card,1.11,2022-12-20 17:55:25,wc-completed,^(s6K@alI6,Suite 513,NL,Dylan,Manning,2022-12-18 15:34:00,AMSTERDAM,NL,yes,35.61,10905,As institution himself left ball.,,Participant though toward should.,en,Europe 2
10892,2022-12-16 08:45:24,Product: Aura Teranino - 100ml (#3859892613358) X 9 = €54.00. Product: - Volume: 100ml. Product: Sheep Cheese With Truffles Karlić - 390g X 1 = €22.00. Product: - Volume: 390g. ,96.8,20.8,96.8,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2022-12-20 16:33:19,wc-completed,57TBzPgw$v,Suite 533,AT,Tabitha,Taylor,2022-12-16 08:45:28,Köflach,AT,0,76,10892,Field sign herself.,,Environmental foreign trip six however play partner.,de,Europe 1
10891,2022-12-15 00:11:32,Product: Aura Teranino - 700ml (#38859892613365) X 3 = €65.70. Product: - Volume: 700ml. ,86.5,20.8,86.5,Stripe Safe Card,1.46,2022-12-16 16:57:41,wc-completed,y9Iq8ACj%3,Apt. 866,CZ,Steven,Paul,2022-12-15 00:11:36,Hradec Kralove,CZ,yes,65.7,10891,Then provide occur production.,,Form early eat next compare.,en,Europe 1
10889,2022-12-14 11:31:40,"Product: Matuško Dingač Wine 0,75L X 6 = €119.16. ",148.23,29.07,148.23,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2022-12-16 16:50:09,wc-completed,A)6BudHh_*,Suite 099,FR,Darin,Tyler,2022-12-14 11:32:25,Colmar,FR,0,119.16,10889,Range evidence left effect better safe budget.,,Feel take picture bring they.,en,Europe 2
10888,2022-12-14 09:59:32,Product: Karbun Dry Gin Aura - 750ml X 1 = €36.00. Product: - Volume: 750ml. ,61.47,25.47,61.47,Stripe Safe Card,1.11,2022-12-16 16:45:31,wc-completed,c48C#qs+^#,Suite 930,BE,Brittany,Vasquez,2022-12-14 09:59:36,Borgerhout (Antwerpen),BE,yes,36,10888,Already moment health approach conference.,,Gas garden action heavy speak kid.,en,Europe 2
10841,2022-12-11 11:49:17,Product: White Truffles Whole Karlić - 50g X 1 = €28.00. Product: - Volume: 50g. ,28.4,3.2,28.4,"Direct bank transfer <img src=""https://witrina.eu/wp-content/uploads/2022/08/bank-transfer.svg"" class=""attachment-large size-large"" alt="""" />",,2022-12-16 16:38:24,wc-completed,E*Y6UUkG0!,Suite 051,HR,Vincent,Dennis,2022-12-16 16:38:24,Breznički Hum,HR,0,28,10841,News power concern experience past sister card.,,Box require next structure onto she heart.,hr,Croatia
10759,2022-12-07 23:06:32,Product: Teranino Truffell - 200ml X 4 = €58.64. Product: - Volume: 200ml. ,84.11,25.47,84.11,Stripe Safe Card,1.43,2022-12-12 18:55:55,wc-completed,#3ykClkv$r,Apt. 938,FR,Vicki,Torres,2022-12-07 23:06:37,Colombes,FR,yes,58.64,10759,Race Democrat tax imagine realize daughter.,,These risk be they yet piece.,en,Europe 2
10751,2022-12-07 16:49:59,Product: Olive Oil Istarska Bjelica Oio Vivo X 2 = €42.00. ,61.47,19.47,61.47,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2022-12-12 18:56:03,wc-completed,*m1sJhEH6),Suite 630,DE,Joshua,Johnson,2022-12-07 16:50:02,Münster,DE,0,42,10751,So yet book forward wrong wear measure.,,Natural physical all key sing until far.,de,Europe 1
10727,2022-12-06 19:39:36,Product: Tomaz Rosé Flaminio 2021 X 5 = €46.75. ,66.22,19.47,66.22,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2022-12-12 18:56:11,wc-completed,@5Tv#Qsh@X,Suite 710,AT,Heather,Hernandez,2022-12-07 08:49:30,Wünschendorf,AT,0,46.75,10727,Station idea study race exactly region such.,,Everybody nature large.,de,Europe 1
10683,2022-12-04 11:37:23,Product: Aura Teranino - 700ml (#38859892613365) X 1 = €21.90. Product: - Volume: 700ml. ,41.37,19.47,41.37,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2022-12-06 16:27:10,wc-completed,IbT7FVp1W+,Suite 997,HU,Karen,Rosales,2022-12-04 11:37:27,Ikreny,HU,0,21.9,10683,Area set debate culture successful economic imagine.,,Order involve involve ready.,en,Europe 1
10504,2022-11-30 22:24:51,Product: Aura Teranino - 700ml (#38859892613365) X 2 = €39.80. Product: - Volume: 700ml. ,65.27,25.47,65.27,Stripe Safe Card,1.16,2022-12-01 10:49:14,wc-completed,)7#t5YYmQV,Apt. 949,DK,Jeremy,Kelly,2022-11-30 22:25:33,Tommerup,DK,yes,39.8,10504,Performance girl seek senior.,,Certain prepare officer wind film what.,en,Europe 2
10500,2022-11-30 10:36:34,"Product: Malvazija Deklić Wine 0,75L X 1 = €9.20. Product: Olive oil Šoltansko Blend Premium Variety Soltanka Oblika X 1 = €14.00. ",26.4,3.2,26.4,Stripe Safe Card,0.62,2022-12-06 16:29:13,wc-completed,fJmx_76iJ!,Suite 470,HR,Regina,Johnson,2022-11-30 10:36:38,Zagreb,HR,yes,23.2,10500,Together type position turn population air husband.,,Answer whom positive hope green evidence.,hr,Croatia
10499,2022-11-29 14:14:06,"Product: Ante Sladić Maraština Wine 0,75L X 1 = €14.53. ",17.73,3.2,17.73,Stripe Safe Card,0.5,2022-12-06 16:30:33,wc-completed,f4VoiS1R%$,Apt. 064,HR,Gregory,Shelton,2022-11-29 14:14:11,Vinkovci,HR,yes,14.53,10499,Just central fly party.,,This remember capital stage can list partner phone.,hr,Croatia
10498,2022-11-28 20:22:31,Product: Aura Teranino - 700ml (#38859892613365) X 2 = €39.80. Product: - Volume: 700ml. ,59.27,19.47,59.27,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2022-11-29 11:14:50,wc-completed,45_7TwRd#g,Suite 252,AT,Brittany,Baker,2022-11-28 20:22:34,Grünau,AT,0,39.8,10498,Administration skill cultural city keep build.,,Right it catch add son hospital.,de,Europe 1
10497,2022-11-28 08:28:01,Product: Aura Teranino - 700ml (#38859892613365) X 1 = €19.90. Product: - Volume: 700ml. ,39.37,19.47,39.37,Stripe Safe Card,0.8,2022-11-29 10:35:32,wc-completed,#Z1kyRu46w,Suite 474,CZ,Kimberly,Welch,2022-11-28 08:28:06,Brno,CZ,yes,19.9,10497,Notice southern model.,,We nature present bag lose likely.,en,Europe 1
10492,2022-11-27 18:01:31,Product: Aura Teranino in Barrel X 2 = €432.70. ,459.5,26.8,459.5,Stripe Safe Card,6.68,2022-12-01 10:49:24,wc-completed,T+9Y(lzDqK,Apt. 751,PL,Jessica,Pope,2022-11-27 18:01:36,Rzeszów,PL,yes,432.7,10492,Explain full pay picture present case positive each.,,Seem mission show owner.,en,Europe 2
10491,2022-11-27 10:45:13,Product: Aura Teranino - 700ml (#38859892613365) X 4 = €79.60. Product: - Volume: 700ml. ,100.4,20.8,100.4,Stripe Safe Card,1.66,2022-12-01 10:48:56,wc-completed,1&DVTT7w^9,Apt. 484,HU,Brian,Bonilla,2022-11-27 10:47:10,Budapest,HU,yes,79.6,10491,Near result voice seat.,,Light sing child far ahead.,en,Europe 1
10490,2022-11-26 20:17:36,Product: Aura Ruža - 700ml (#3859892613525) X 1 = €21.30. Product: - Volume: 700ml. Product: Aura Šipak - 700ml X 1 = €23.35. Product: - Volume: 700ml. Product: Aura Limoncello X 1 = €25.35. Product: Aura Teranino - 700ml (#38859892613365) X 2 = €39.80. Product: - Volume: 700ml. ,138.87,29.07,138.87,Stripe Safe Card,2.19,2022-12-01 10:48:50,wc-completed,d%aA7PlmNs,Suite 947,LT,Barbara,Fuller,2022-11-26 20:17:40,"Volungių k., Bubių sen., Šiaulių r.",LT,yes,109.8,10490,Subject contain southern cold test role audience whose.,,Own race will because member.,en,Europe 2
10454,2022-11-25 15:46:09,Product: Aura Teranino - 700ml (#38859892613365) X 2 = €39.80. Product: - Volume: 700ml. ,43,3.2,43,Stripe Safe Card,0.85,2022-11-29 10:18:24,wc-completed,844Q7hQw+i,Suite 508,HR,Tina,Alexander,2022-11-25 15:46:14,Bjelovar,HR,yes,39.8,10454,Should church street fish.,,Away carry like where teacher.,hr,Croatia
10452,2022-11-24 17:22:52,Product: Old Pilot's Gin X 1 = €48.00. Product: Old Pilot's Gin Barrel Aged X 1 = €82.00. ,169.33,39.33,169.33,Stripe Safe Card,2.62,2022-11-25 16:13:13,wc-completed,$CL3Yq1w)t,Suite 164,RO,Michael,Brown,2022-11-24 17:23:51,bucuresti,RO,yes,130,10452,Unit trip prevent story process individual personal public.,,Break simple traditional maybe important full much.,en,Europe 3
10393,2022-11-23 21:37:19,Product: Cidrani Apple Cider Original X 2 = €23.74. ,26.94,3.2,26.94,Stripe Safe Card,0.63,2022-11-25 15:59:27,wc-completed,+K0Y7Hju@K,Apt. 475,HR,Frederick,Smith,2022-11-23 21:37:23,Veliko Trgovišće,HR,yes,23.74,10393,Run admit order.,,Move support pressure assume.,hr,Croatia
10392,2022-11-23 15:18:28,Product: Edelweisser Gin X 2 = €79.72. ,100.52,20.8,100.52,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2022-11-25 15:55:57,wc-completed,*MEUvpImZ5,Apt. 790,DE,Charles,Small,2022-11-23 15:18:31,Weissenburg,DE,0,79.72,10392,Fight water each state keep.,,Treat require much contain people official approach.,de,Europe 1
10385,2022-11-22 18:30:49,"Product: Coral Wine Dark Side Ivančić Griffin Wine 0,75L X 1 = €148.00. Product: Coral Wine Moraia X 1 = €67.50. Product: Coral Wine Rosso di Montalcino X 1 = €92.80. ",335.1,26.8,335.1,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2022-11-25 13:47:33,wc-completed,Be712Fq9#y,Apt. 325,PL,Ronald,Hebert,2022-11-22 18:30:52,Poznan,PL,0,308.3,10385,Talk land former school.,,Camera possible year population beyond others even.,en,Europe 2
10383,2022-11-22 11:17:10,Product: Coral Wine Moraia X 1 = €67.50. ,70.7,3.2,70.7,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2022-11-25 13:47:26,wc-completed,+8E3U3In(I,Apt. 523,HR,Shannon,Fletcher,2022-11-22 11:17:13,Zadar,HR,0,67.5,10383,Media trial direction he wife teach could whole.,,Imagine say station already rather box any.,hr,Croatia
10254,2022-11-19 15:31:50,"Product: Malvazija Deklić Wine 0,75L X 12 = €110.40. ",134.4,24,134.4,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2022-11-23 14:33:26,wc-completed,7X7jC&zi$3,Suite 295,DE,Mary,Scott,2022-11-19 15:31:53,Bad Iburg,DE,0,110.4,10254,Himself others child article door learn let.,,Year Congress live soldier share start professional.,de,Europe 1
10244,2022-11-14 10:26:13,Product: London Dry Gin + Barrel Aged Gin Gift Pack X 1 = €151.00. ,170.47,19.47,170.47,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2022-11-15 15:20:23,wc-completed,c$^0GOZsZA,Apt. 464,DE,Daniel,Cruz,2022-11-14 10:26:16,Mertloch,DE,0,151,10244,Accept along name a.,,Bed painting land air.,de,Europe 1
10189,2022-11-12 15:39:01,Product: Aura Teranino - 200ml X 21 = €224.70. Product: - Volume: 200ml. Product: Aura Teranino - 700ml (#38859892613365) X 2 = €46.70. Product: - Volume: 700ml. ,300.47,29.07,300.47,Stripe Safe Card,4.46,2022-11-17 17:11:03,wc-completed,!9$E1QqC7),Suite 693,NL,David,Watson,2022-11-12 15:39:44,Den Haag,NL,yes,271.4,10189,Best none could doctor maybe even own.,,Up nature glass office.,en,Europe 2
10188,2022-11-10 09:35:38,"Product: Saint Hills Dingač Wine 0,75L X 1 = €39.00. Product: Saint Hills Frenchie Wine 0,75L X 1 = €20.60. Product: Saint Hills Nevina Wine 0,75L X 1 = €13.40. ",99.8,26.8,99.8,Stripe Safe Card,1.65,2022-11-10 17:15:10,wc-completed,#1y*%tBqz^,Suite 576,IT,John,Anderson,2022-11-10 09:35:43,Bareggio,IT,yes,73,10188,Owner hour energy floor.,,Middle argue responsibility party usually discover yourself account.,hr,Europe 2
10186,2022-11-09 09:56:54,Product: Aura Teranino - 700ml (#38859892613365) X 2 = €46.70. Product: - Volume: 700ml. ,66.17,19.47,66.17,Stripe Safe Card,2.17,2022-11-09 13:41:32,wc-completed,*@CB02KPvr,Suite 464,HU,David,Gonzalez,2022-11-09 09:56:59,Budapest,HU,yes,46.7,10186,Admit we girl machine letter ground.,,Something parent party surface subject nice pick.,en,Europe 1
10179,2022-11-06 16:28:06,Product: Aura Orancello X 2 = €50.70. ,71.5,20.8,71.5,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2022-12-09 14:07:58,wc-refunded,f1FPO8JT*P,Apt. 675,DE,Teresa,Williams,2022-11-06 16:28:08,Berlin,DE,0,50.7,10179,Check note usually loss.,,Onto option quickly bag control hit new.,de,Europe 1
10176,2022-11-05 19:43:47,Product: Aura Teranino - 700ml (#38859892613365) X 1 = €23.35. Product: - Volume: 700ml. ,48.82,25.47,48.82,Stripe Safe Card,0.93,2022-11-07 16:01:35,wc-completed,f_12EbpG#z,Apt. 712,PL,James,Buchanan,2022-11-05 19:43:51,Sosnowiec,PL,yes,23.35,10176,Time same reflect.,,Page level different.,en,Europe 2
10156,2022-11-01 19:56:43,Product: Old Pilots London Dry Gin Gift Pack X 1 = €99.00. ,124.47,25.47,124.47,Stripe Safe Card,1.99,2022-11-04 09:59:05,wc-completed,$9gQdt5RTo,Suite 675,NL,Connie,Williams,2022-11-01 19:56:48,Tienray,NL,yes,99,10156,Natural social organization your court season matter.,,Sound grow opportunity dinner.,en,Europe 2
10154,2022-10-28 00:20:55,"Product: Matuško Dingač Superior Wine 0,75L X 1 = €157.33. ",182.8,25.47,182.8,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2022-10-31 15:13:39,wc-completed,#pHqNV!)q5,Apt. 061,NL,James,Rangel,2022-10-28 00:20:58,Rotterdam,NL,0,157.33,10154,Song part system writer.,,About campaign off show ten heavy.,en,Europe 2
10127,2022-10-26 10:40:21,Product: Karbun Dry Gin Aura - 750ml X 2 = €72.00. Product: - Volume: 750ml. Product: Karbun Navy Strength Gin Aura X 1 = €50.66. Product: Aura Šljiva - 700ml X 6 = €140.10. Product: - Volume: 700ml. Product: Aura Moscato - 700ml X 2 = €46.70. Product: - Volume: 700ml. ,309.46,,309.46,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2022-10-27 15:31:22,wc-completed,M9KEIuOt^&,Suite 920,DE,James,White,2022-10-26 10:40:25,Flensburg,DE,0,309.46,10127,Yeah knowledge early whole will.,,Peace soldier provide reveal his social improve.,de,Free shipping
10083,2022-10-21 16:06:12,"Product: Malvazija Deklić Wine 0,75L X 10 = €92.00. ",116,24,116,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2022-10-25 13:49:24,wc-completed,Y@R3f8asbF,Apt. 271,DE,Kelly,Liu,2022-10-21 16:06:15,Berlin,DE,0,92,10083,Husband south according sign.,,Majority sit guy behavior opportunity sometimes low.,de,Europe 1
10082,2022-10-21 15:28:10,Product: Old Pilot's Gin X 2 = €96.00. ,122.8,26.8,122.8,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2022-10-21 15:54:57,wc-completed,_oQTLsiR9f,Apt. 962,NL,James,Sutton,2022-10-21 15:28:13,Barchem,NL,0,96,10082,Even pay eight.,,Raise total feeling line so hit audience.,en,Europe 2
10081,2022-10-17 14:04:35,Product: Edelweisser Gin X 2 = €79.72. ,100.52,20.8,100.52,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2022-10-19 09:53:57,wc-completed,Mg3FTRkN#2,Suite 591,DE,Joseph,Estrada,2022-10-17 14:04:38,Thum,DE,0,79.72,10081,Really or coach politics.,,Pattern hair behind event.,de,Europe 1
10078,2022-10-15 21:18:55,"Product: Tomaz Sauvignon Blanc Nostro 2021 X 4 = €45.80. Product: Testament Posip Wine 0,75L X 1 = €11.86. Product: Tomaz Malvazija Avangarde 2021 X 1 = €9.74. ",70.6,3.2,70.6,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2022-10-25 16:15:10,wc-completed,^D(7bBxxP5,Apt. 610,HR,Anthony,Cline,2022-10-15 21:18:58,Köln,HR,0,67.4,10078,Owner anyone process doctor reason.,,His rise popular our throughout memory.,de,Croatia
10076,2022-10-15 15:06:20,Product: Olive Oil Bembo Rožinjola X 2 = €37.80. Product: Olive Oil Rozinjola - Oio Vivo X 1 = €14.66. ,77.93,25.47,77.93,Stripe Safe Card,2.51,2022-10-21 15:54:00,wc-completed,^KTiP&!d86,Suite 234,IT,Michael,Andrews,2022-10-15 15:06:24,Vicenza,IT,yes,52.46,10076,Financial instead would discover relationship financial.,,Well job over respond us.,en,Europe 2
10072,2022-10-14 23:39:04,"Product: Malvazija Deklić Wine 0,75L X 12 = €110.40. ",141.07,30.67,141.07,"<img src=""https://witrina.eu/wp-content/uploads/2022/08/paypal-payment-witrina.svg"" class=""witrinapayment "" alt="""" /> PayPal  ",,2022-10-18 14:18:45,wc-completed,qRLT2aJx(3,Suite 659,NL,Kristen,Smith,2022-10-14 23:39:08,Heesch,NL,0,110.4,10072,Republican heart rest than at hit throw unit.,,Source argue you conference exactly return serve.,en,Europe 2
9934,2022-10-10 16:54:29,Product: Olive Oil Rheos Leccino X 15 = €163.50. Product: Aura Teranino - 700ml (#38859892613365) X 6 = €140.10. Product: - Volume: 700ml. ,303.6,,303.6,Stripe Safe Card,4.5,2022-10-14 21:16:53,wc-completed,s9HdscNe@1,Suite 040,PL,Holly,Quinn,2022-10-10 16:55:20,Wrocław,PL,yes,303.6,9934,Pattern expert safe city.,,Worker war quite else.,en,Free shipping
9933,2022-10-09 19:01:08,Product: Aura Teranino - 700ml (#38859892613365) X 4 = €93.40. Product: - Volume: 700ml. Product: Aura Teranino - 500ml (#3859892613136) X 1 = €20.00. Product: - Volume: 500ml. Product: Aura Teranino - 200ml X 1 = €10.70. Product: - Volume: 200ml. ,144.9,20.8,144.9,Stripe Safe Card,2.28,2022-10-10 16:09:52,wc-completed,+214POxc#M,Apt. 353,HU,Charles,Riley,2022-10-09 19:01:12,Sarkad,HU,yes,124.1,9933,Race cell center everybody nation.,,Feel sport face arrive throughout value.,en,Europe 1
9932,2022-10-09 17:48:31,Product: Aura Teranino - 700ml (#38859892613365) X 1 = €23.35. Product: - Volume: 700ml. Product: Aura Biska Brandy - 700ml X 3 = €70.05. Product: - Volume: 700ml. ,114.2,20.8,114.2,Stripe Safe Card,1.85,2022-10-12 16:20:40,wc-completed,as*3Zfjn%l,Apt. 529,DE,Toni,Mejia,2022-10-09 17:48:35,Altbach,DE,yes,93.4,9932,Organization Democrat factor quality identify somebody democratic.,,Become itself stop much medical.,de,Europe 1
9931,2022-10-09 15:42:58,Product: Aura Teranino - 700ml (#38859892613365) X 6 = €140.10. Product: - Volume: 700ml. Product: Aura Medenica - 700ml (#3859892613457) X 4 = €93.40. Product: - Volume: 700ml. Product: Aura Medimela - 700ml X 2 = €46.70. Product: - Volume: 700ml. Product: Aura Travarica - 700ml X 1 = €23.35. Product: - Volume: 700ml. ,293.55,,293.55,Stripe Safe Card,4.36,2022-10-13 16:33:04,wc-completed,87gLGsql)8,Suite 669,NL,Derek,Jones,2022-10-09 15:43:47,Huizen,NL,yes,303.55,9931,Statement in network leader manage hospital sport.,,Current pay me quickly away.,en,Free shipping
9922,2022-10-07 15:59:40,"Product: Testament Babić Coral Vino Wine 0,75L X 1 = €105.33. Product: Old Pilot's Gin X 2 = €96.00. ",191.93,20.8,191.93,Stripe Safe Card,2.94,2022-10-13 15:16:50,wc-completed,@YW!e)g@12,Suite 989,DE,Lindsey,White,2022-10-07 15:59:44,Mindelheim,DE,yes,201.33,9922,Put memory allow.,,Our sport off American short Mrs newspaper.,hr,Europe 1
